0,0.489663719185423,0.0629131002456146
0.5,0.489663719185423,0.0629131002456146
1,0.489663719185423,0.0629131002456146
1.5,0.489663719185423,0.0629131002456146
2,0.521786910503751,0.0680705684342648
2.5,0.521786910503751,0.0680705684342648
3,0.521786910503751,0.0680705684342648
3.5,0.521786910503751,0.0680705684342648
4,0.546927250803859,0.049680487587976
4.5,0.546927250803859,0.049680487587976
5,0.546927250803859,0.049680487587976
5.5,0.546927250803859,0.049680487587976
6,0.549710610932476,0.0525120511967138
6.5,0.549710610932476,0.0525120511967138
7,0.549710610932476,0.0525120511967138
7.5,0.549710610932476,0.0525120511967138
8,0.349310021436227,0.138936800533208
8.5,0.349310021436227,0.138936800533208
9,0.349310021436227,0.138936800533208
9.5,0.349310021436227,0.138936800533208
10,0.223473338692391,0.186394943795367
10.5,0.223473338692391,0.186394943795367
11,0.223473338692391,0.186394943795367
11.5,0.223473338692391,0.186394943795367
12,0.230651125401929,0.176524334663389
12.5,0.230651125401929,0.176524334663389
13,0.230651125401929,0.176524334663389
13.5,0.230651125401929,0.176524334663389
14,0.253056672025723,0.164939740165793
14.5,0.253056672025723,0.164939740165793
15,0.253056672025723,0.164939740165793
15.5,0.253056672025723,0.164939740165793
16,0.384584565916399,0.101536792335514
16.5,0.384584565916399,0.101536792335514
17,0.384584565916399,0.101536792335514
17.5,0.384584565916399,0.101536792335514
18,0.430679742765273,0.0904784718406531
18.5,0.430679742765273,0.0904784718406531
19,0.430679742765273,0.0904784718406531
19.5,0.430679742765273,0.0904784718406531
20,0.469166331725616,0.072306282051335
20.5,0.469166331725616,0.072306282051335
21,0.469166331725616,0.072306282051335
21.5,0.469166331725616,0.072306282051335
22,0.482200475325039,0.0679943375881788
22.5,0.482200475325039,0.0679943375881788
23,0.482200475325039,0.0679943375881788
23.5,0.482200475325039,0.0679943375881788
